INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('1', '10000', '2024-01-27 09:00:00', '2024-02-10 08:59:59', '50', '23.45', '860', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('86', '10000', '2023-02-11 09:00:00', '2023-02-25 08:59:59', '50', '26.41', '6894', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('86', '10000', '2023-04-03 09:00:00', '2023-04-17 08:59:59', '50', '20.58', '6894', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('87', '10000', '2025-02-15 09:00:00', '2025-03-01 08:59:59', '50', '3.87', '8806', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('87', '10000', '2023-11-12 09:00:00', '2023-11-26 08:59:59', '50', '4.32', '8806', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('87', '10000', '2023-02-20 09:00:00', '2023-03-06 08:59:59', '50', '7.72', '8806', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('88', '10000', '2023-01-14 09:00:00', '2023-01-28 08:59:59', '50', '2.28', '4087', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('89', '10000', '2023-06-15 09:00:00', '2023-06-29 08:59:59', '50', '11.8', '8931', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('90', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '22.73', '6363', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('90', '10000', '2023-12-27 09:00:00', '2024-01-10 08:59:59', '50', '23.63', '6363', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('90', '10000', '2023-05-17 09:00:00', '2023-05-31 08:59:59', '50', '15.46', '6363', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('91', '10000', '2025-03-07 09:00:00', '2025-03-21 08:59:59', '50', '24.82', '1829', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('91', '10000', '2022-12-30 09:00:00', '2023-01-13 08:59:59', '50', '29.34', '1829', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('91', '10000', '2023-02-06 09:00:00', '2023-02-20 08:59:59', '50', '13.35', '1829', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('91', '10000', '2022-11-04 09:00:00', '2022-11-18 08:59:59', '50', '27.34', '1829', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('92', '10000', '2024-05-08 09:00:00', '2024-05-22 08:59:59', '50', '29.44', '3743', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('92', '10000', '2023-09-14 09:00:00', '2023-09-28 08:59:59', '50', '13.3', '3743', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('92', '10000', '2023-11-26 09:00:00', '2023-12-10 08:59:59', '50', '26.43', '3743', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('92', '10000', '2023-09-20 09:00:00', '2023-10-04 08:59:59', '50', '10.97', '3743', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('93', '10000', '2024-06-15 09:00:00', '2024-06-29 08:59:59', '50', '11.05', '8175', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('93', '10000', '2023-05-18 09:00:00', '2023-06-01 08:59:59', '50', '25.69', '8175', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('93', '10000', '2022-08-04 09:00:00', '2022-08-18 08:59:59', '50', '12.38', '8175', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('94', '10000', '2024-08-15 09:00:00', '2024-08-29 08:59:59', '50', '24.53', '9823', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('94', '10000', '2023-02-12 09:00:00', '2023-02-26 08:59:59', '50', '26.44', '9823', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('95', '10000', '2024-05-10 09:00:00', '2024-05-24 08:59:59', '50', '6.39', '3154', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('95', '10000', '2023-09-08 09:00:00', '2023-09-22 08:59:59', '50', '29.99', '3154', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('95', '10000', '2024-01-31 09:00:00', '2024-02-14 08:59:59', '50', '27.59', '3154', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('95', '10000', '2022-09-14 09:00:00', '2022-09-28 08:59:59', '50', '19.97', '3154', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('96', '10000', '2023-06-26 09:00:00', '2023-07-10 08:59:59', '50', '1.2', '2468', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('97', '10000', '2024-10-24 09:00:00', '2024-11-07 08:59:59', '50', '27.82', '9531', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('97', '10000', '2022-11-14 09:00:00', '2022-11-28 08:59:59', '50', '29.44', '9531', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('98', '10000', '2024-05-10 09:00:00', '2024-05-24 08:59:59', '50', '24.55', '7770', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('98', '10000', '2022-09-10 09:00:00', '2022-09-24 08:59:59', '50', '12.98', '7770', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('99', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '14.07', '4353', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('99', '10000', '2024-04-01 09:00:00', '2024-04-15 08:59:59', '50', '29.72', '4353', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('99', '10000', '2023-03-07 09:00:00', '2023-03-21 08:59:59', '50', '19.44', '4353', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('99', '10000', '2023-08-11 09:00:00', '2023-08-25 08:59:59', '50', '12.87', '4353', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('100', '10000', '2024-06-14 09:00:00', '2024-06-28 08:59:59', '50', '9.33', '1681', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('100', '10000', '2024-03-30 09:00:00', '2024-04-13 08:59:59', '50', '14.61', '1681', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('100', '10000', '2023-11-19 09:00:00', '2023-12-03 08:59:59', '50', '24.16', '1681', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('100', '10000', '2022-12-31 09:00:00', '2023-01-14 08:59:59', '50', '8.33', '1681', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('101', '10000', '2024-05-08 09:00:00', '2024-05-22 08:59:59', '50', '2.95', '2428', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('101', '10000', '2023-02-09 09:00:00', '2023-02-23 08:59:59', '50', '3.26', '2428', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('101', '10000', '2023-01-10 09:00:00', '2023-01-24 08:59:59', '50', '11.65', '2428', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('101', '10000', '2023-03-23 09:00:00', '2023-04-06 08:59:59', '50', '12.43', '2428', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('102', '10000', '2024-03-30 09:00:00', '2024-04-13 08:59:59', '50', '21.0', '5536', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('102', '10000', '2022-08-09 09:00:00', '2022-08-23 08:59:59', '50', '7.05', '5536', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('103', '10000', '2024-01-24 09:00:00', '2024-02-07 08:59:59', '50', '17.16', '3226', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('103', '10000', '2023-09-30 09:00:00', '2023-10-14 08:59:59', '50', '23.54', '3226', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('103', '10000', '2023-08-15 09:00:00', '2023-08-29 08:59:59', '50', '9.94', '3226', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('104', '10000', '2025-03-10 09:00:00', '2025-03-24 08:59:59', '50', '10.5', '6055', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('104', '10000', '2022-07-13 09:00:00', '2022-07-27 08:59:59', '50', '7.92', '6055', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('104', '10000', '2023-07-28 09:00:00', '2023-08-11 08:59:59', '50', '10.37', '6055', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('105', '10000', '2025-05-09 09:00:00', '2025-05-23 08:59:59', '50', '7.17', '5786', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('105', '10000', '2022-11-24 09:00:00', '2022-12-08 08:59:59', '50', '5.65', '5786', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('105', '10000', '2023-10-30 09:00:00', '2023-11-13 08:59:59', '50', '22.04', '5786', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('106', '10000', '2024-08-06 09:00:00', '2024-08-20 08:59:59', '50', '17.38', '5694', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('106', '10000', '2023-05-18 09:00:00', '2023-06-01 08:59:59', '50', '11.89', '5694', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('106', '10000', '2023-08-28 09:00:00', '2023-09-11 08:59:59', '50', '27.66', '5694', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('107', '10000', '2024-05-09 09:00:00', '2024-05-23 08:59:59', '50', '17.65', '5704', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('107', '10000', '2022-08-09 09:00:00', '2022-08-23 08:59:59', '50', '3.16', '5704', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('107', '10000', '2024-04-24 09:00:00', '2024-05-08 08:59:59', '50', '5.02', '5704', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('108', '10000', '2024-05-08 09:00:00', '2024-05-22 08:59:59', '50', '11.61', '5969', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('108', '10000', '2023-11-24 09:00:00', '2023-12-08 08:59:59', '50', '20.27', '5969', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('108', '10000', '2022-08-13 09:00:00', '2022-08-27 08:59:59', '50', '13.81', '5969', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('108', '10000', '2023-05-03 09:00:00', '2023-05-17 08:59:59', '50', '25.52', '5969', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('109', '10000', '2024-05-09 09:00:00', '2024-05-23 08:59:59', '50', '6.24', '6702', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('109', '10000', '2022-10-04 09:00:00', '2022-10-18 08:59:59', '50', '9.28', '6702', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('109', '10000', '2023-10-08 09:00:00', '2023-10-22 08:59:59', '50', '2.02', '6702', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('109', '10000', '2022-07-17 09:00:00', '2022-07-31 08:59:59', '50', '7.92', '6702', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('110', '10000', '2024-12-08 09:00:00', '2024-12-22 08:59:59', '50', '1.96', '5002', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('110', '10000', '2023-01-30 09:00:00', '2023-02-13 08:59:59', '50', '14.09', '5002', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('111', '10000', '2022-09-22 09:00:00', '2022-10-06 08:59:59', '50', '24.12', '5379', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('111', '10000', '2022-06-05 09:00:00', '2022-06-19 08:59:59', '50', '22.94', '5379', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('111', '10000', '2023-10-30 09:00:00', '2023-11-13 08:59:59', '50', '14.51', '5379', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('112', '10000', '2023-02-14 09:00:00', '2023-02-28 08:59:59', '50', '22.13', '4981', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('112', '10000', '2023-06-28 09:00:00', '2023-07-12 08:59:59', '50', '11.82', '4981', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('112', '10000', '2022-08-25 09:00:00', '2022-09-08 08:59:59', '50', '20.14', '4981', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('113', '10000', '2024-05-13 09:00:00', '2024-05-27 08:59:59', '50', '27.86', '3888', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('113', '10000', '2024-01-20 09:00:00', '2024-02-03 08:59:59', '50', '15.94', '3888', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('113', '10000', '2023-02-27 09:00:00', '2023-03-13 08:59:59', '50', '11.35', '3888', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('114', '10000', '2022-05-31 09:00:00', '2022-06-14 08:59:59', '50', '2.57', '4655', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('115', '10000', '2023-01-20 09:00:00', '2023-02-03 08:59:59', '50', '11.01', '4742', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('116', '10000', '2024-08-17 09:00:00', '2024-08-31 08:59:59', '50', '6.43', '9249', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('116', '10000', '2023-10-19 09:00:00', '2023-11-02 08:59:59', '50', '20.06', '9249', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('117', '10000', '2024-12-10 09:00:00', '2024-12-24 08:59:59', '50', '0.35', '3424', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('117', '10000', '2023-07-02 09:00:00', '2023-07-16 08:59:59', '50', '22.6', '3424', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('117', '10000', '2024-03-11 09:00:00', '2024-03-25 08:59:59', '50', '24.26', '3424', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('117', '10000', '2022-08-17 09:00:00', '2022-08-31 08:59:59', '50', '29.78', '3424', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('118', '10000', '2024-05-13 09:00:00', '2024-05-27 08:59:59', '50', '27.55', '3939', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('118', '10000', '2023-08-22 09:00:00', '2023-09-05 08:59:59', '50', '2.29', '3939', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('119', '10000', '2024-09-08 09:00:00', '2024-09-22 08:59:59', '50', '2.22', '9601', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('119', '10000', '2023-04-01 09:00:00', '2023-04-15 08:59:59', '50', '13.1', '9601', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('119', '10000', '2022-06-27 09:00:00', '2022-07-11 08:59:59', '50', '14.88', '9601', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('119', '10000', '2022-07-26 09:00:00', '2022-08-09 08:59:59', '50', '24.64', '9601', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('120', '10000', '2024-05-13 09:00:00', '2024-05-27 08:59:59', '50', '2.05', '3127', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('120', '10000', '2023-06-15 09:00:00', '2023-06-29 08:59:59', '50', '3.61', '3127', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('120', '10000', '2023-12-06 09:00:00', '2023-12-20 08:59:59', '50', '10.9', '3127', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('120', '10000', '2022-12-26 09:00:00', '2023-01-09 08:59:59', '50', '29.07', '3127', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('121', '10000', '2024-10-09 09:00:00', '2024-10-23 08:59:59', '50', '25.29', '2291', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('121', '10000', '2023-02-28 09:00:00', '2023-03-14 08:59:59', '50', '5.22', '2291', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('122', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '22.72', '3773', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('122', '10000', '2024-04-25 09:00:00', '2024-05-09 08:59:59', '50', '26.74', '3773', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('122', '10000', '2022-07-13 09:00:00', '2022-07-27 08:59:59', '50', '5.43', '3773', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('122', '10000', '2024-02-20 09:00:00', '2024-03-05 08:59:59', '50', '5.32', '3773', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('123', '10000', '2023-11-22 09:00:00', '2023-12-06 08:59:59', '50', '0.19', '892', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('123', '10000', '2024-04-27 09:00:00', '2024-05-11 08:59:59', '50', '12.88', '892', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('123', '10000', '2023-01-12 09:00:00', '2023-01-26 08:59:59', '50', '22.72', '892', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('124', '10000', '2024-12-27 09:00:00', '2025-01-10 08:59:59', '50', '3.47', '1150', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('124', '10000', '2024-02-23 09:00:00', '2024-03-08 08:59:59', '50', '2.62', '1150', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('125', '10000', '2024-04-29 09:00:00', '2024-05-13 08:59:59', '50', '16.9', '7749', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('125', '10000', '2024-04-16 09:00:00', '2024-04-30 08:59:59', '50', '0.01', '7749', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('126', '10000', '2023-10-08 09:00:00', '2023-10-22 08:59:59', '50', '2.02', '5756', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('126', '10000', '2022-07-11 09:00:00', '2022-07-25 08:59:59', '50', '6.53', '5756', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('126', '10000', '2023-04-27 09:00:00', '2023-05-11 08:59:59', '50', '15.02', '5756', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('127', '10000', '2024-10-16 09:00:00', '2024-10-30 08:59:59', '50', '0.6', '3351', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('127', '10000', '2023-07-17 09:00:00', '2023-07-31 08:59:59', '50', '13.3', '3351', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('128', '10000', '2024-05-13 09:00:00', '2024-05-27 08:59:59', '50', '8.21', '898', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('128', '10000', '2023-06-22 09:00:00', '2023-07-06 08:59:59', '50', '18.83', '898', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('128', '10000', '2024-01-20 09:00:00', '2024-02-03 08:59:59', '50', '26.24', '898', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('128', '10000', '2022-06-24 09:00:00', '2022-07-08 08:59:59', '50', '26.77', '898', '10');
